InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
578072,84947,antique silver tea glass engraved,6,2011-11-22 16:02:00,1.25,17759.0,United Kingdom,7.5
540862,85123A,white hanging heart t-light holder,32,2011-01-12 11:18:00,2.55,15953.0,United Kingdom,81.6
541794,84997D,pink 3 piece polkadot cutlery set,4,2011-01-21 13:21:00,3.75,17238.0,United Kingdom,15.0
574545,22485,set of 2 wooden market crates,4,2011-11-04 14:54:00,12.75,17084.0,United Kingdom,51.0
569470,22440,balloon water bomb pack of 35,10,2011-10-04 12:25:00,0.42,17673.0,United Kingdom,4.2
574909,23513,embroidered ribbon reel susie,1,2011-11-07 15:40:00,2.08,13673.0,United Kingdom,2.08
572318,23329,decorative wicker heart large,2,2011-10-23 16:19:00,1.65,15436.0,United Kingdom,3.3
537604,21528,dairy maid traditional teapot,2,2010-12-07 13:01:00,6.95,13488.0,United Kingdom,13.9
564330,22189,cream heart card holder,6,2011-08-24 13:57:00,3.95,13411.0,United Kingdom,23.700000000000003
540371,72760B,vintage cream 3 basket cake stand,2,2011-01-06 16:35:00,9.95,14312.0,United Kingdom,19.9
551184,21232,strawberry ceramic trinket box,144,2011-04-27 09:03:00,1.06,18220.0,United Kingdom,152.64000000000001
557069,22383,lunch bag suki design,10,2011-06-16 15:22:00,1.65,12562.0,France,16.5
575607,35649,vintage bead cosmetic bag,1,2011-11-10 12:37:00,2.46,14096.0,United Kingdom,2.46
571054,85017B,envelope 50 blossom images,2,2011-10-13 13:58:00,0.42,14234.0,United Kingdom,0.84
555076,21755,love building block word,3,2011-05-31 12:11:00,5.95,13900.0,United Kingdom,17.85
571846,23323,white wicker star,1,2011-10-19 12:35:00,2.1,17841.0,United Kingdom,2.1
560807,22950,36 doilies vintage christmas,12,2011-07-21 10:44:00,1.45,18143.0,United Kingdom,17.4
544292,21669,blue stripe ceramic drawer knob,6,2011-02-17 12:33:00,1.25,16745.0,United Kingdom,7.5
581266,22328,round snack boxes set of 4 fruits,18,2011-12-08 11:25:00,2.95,12621.0,Germany,53.1
552554,21974,set of 36 paisley flower doilies,2,2011-05-10 11:04:00,1.45,12843.0,United Kingdom,2.9
538866,22749,feltcraft princess charlotte doll,1,2010-12-14 14:40:00,3.75,17841.0,United Kingdom,3.75
552272,21794,classic french style basket natural,8,2011-05-08 12:13:00,3.95,13694.0,United Kingdom,31.6
548176,22245,"hook, 1 hanger ,magic garden",4,2011-03-29 14:20:00,0.85,13439.0,United Kingdom,3.4
536522,22866,hand warmer scotty dog design,1,2010-12-01 12:49:00,2.1,15012.0,United Kingdom,2.1
561065,21217,red retrospot round cake tins,1,2011-07-24 14:18:00,9.95,14180.0,United Kingdom,9.95
573340,35967,folk art metal star t-light holder,12,2011-10-30 11:55:00,0.38,14159.0,United Kingdom,4.5600000000000005
546624,20749,assorted colour mini cases,2,2011-03-15 11:38:00,7.95,14193.0,United Kingdom,15.9
537781,22909,set of 20 vintage christmas napkins,1,2010-12-08 12:46:00,0.85,17341.0,United Kingdom,0.85
563202,85066,cream sweetheart mini chest,1,2011-08-14 11:16:00,12.75,12722.0,France,12.75
549597,22570,feltcraft cushion rabbit,4,2011-04-11 11:23:00,3.75,16133.0,United Kingdom,15.0
556580,85049E,scandinavian reds ribbons,12,2011-06-13 14:20:00,1.25,17719.0,United Kingdom,15.0
548172,47566B,tea time party bunting,4,2011-03-29 14:13:00,4.95,15738.0,United Kingdom,19.8
549293,23159,set of 5 pancake day magnets,1,2011-04-07 19:16:00,2.08,17883.0,United Kingdom,2.08
545826,17084R,assorted incense pack,72,2011-03-07 13:03:00,0.21,17696.0,United Kingdom,15.12
563944,23351,roll wrap 50's christmas,12,2011-08-22 10:08:00,1.25,17581.0,United Kingdom,15.0
565851,21136,painted metal pears assorted,32,2011-09-07 13:06:00,1.69,14911.0,EIRE,54.08
566771,23268,set of 2 ceramic christmas reindeer,12,2011-09-15 09:34:00,1.45,15322.0,United Kingdom,17.4
537765,21784,shoe shine box,1,2010-12-08 12:08:00,9.95,14606.0,United Kingdom,9.95
550644,22989,set 2 pantry design tea towels,6,2011-04-19 16:19:00,3.25,12733.0,USA,19.5
574043,21506,"fancy font birthday card,",12,2011-11-02 13:13:00,0.42,16367.0,United Kingdom,5.04
573546,21463,mirrored disco ball,4,2011-10-31 13:13:00,5.95,15974.0,United Kingdom,23.8
574907,85014A,black/blue polkadot umbrella,2,2011-11-07 15:33:00,5.95,17043.0,United Kingdom,11.9
556475,23245,set of 3 regency cake tins,4,2011-06-12 12:03:00,4.95,18109.0,United Kingdom,19.8
563848,22757,large red babushka notebook,12,2011-08-19 14:57:00,1.25,14911.0,EIRE,15.0
537605,22646,ceramic strawberry cake money bank,4,2010-12-07 13:13:00,1.45,16221.0,United Kingdom,5.8
537222,21955,doormat union jack guns and roses,1,2010-12-05 16:00:00,7.95,14404.0,United Kingdom,7.95
572528,23328,set 6 school milk bottles in crate,4,2011-10-24 15:43:00,3.75,13176.0,United Kingdom,15.0
546465,47566,party bunting,4,2011-03-14 10:57:00,4.95,14395.0,United Kingdom,19.8
541273,22150,3 stripey mice feltcraft,6,2011-01-17 11:21:00,1.95,13155.0,United Kingdom,11.7
570420,84519A,tomato charlie+lola coaster set,1,2011-10-10 13:33:00,1.25,17841.0,United Kingdom,1.25
555631,22645,ceramic heart fairy cake money bank,4,2011-06-06 12:06:00,1.45,18118.0,United Kingdom,5.8
578935,23319,box of 6 mini 50's crackers,1,2011-11-27 12:52:00,2.49,15351.0,United Kingdom,2.49
578852,22666,recipe box pantry yellow design,1,2011-11-27 11:12:00,2.95,17841.0,United Kingdom,2.95
548801,22149,feltcraft 6 flower friends,6,2011-04-04 12:44:00,2.1,15289.0,United Kingdom,12.600000000000001
552039,21164,home sweet home metal sign,12,2011-05-06 08:10:00,2.95,13081.0,United Kingdom,35.400000000000006
550835,22567,20 dolly pegs retrospot,6,2011-04-21 10:52:00,1.45,15034.0,United Kingdom,8.7
571747,22591,cardholder gingham christmas tree,6,2011-10-19 10:59:00,3.25,13849.0,United Kingdom,19.5
563555,22728,alarm clock bakelike pink,1,2011-08-17 13:21:00,3.75,16755.0,United Kingdom,3.75
580514,21344,moroccan beaten metal dish,1,2011-12-04 14:01:00,9.95,16905.0,United Kingdom,9.95
558075,23110,parisienne key cabinet,2,2011-06-24 17:07:00,5.75,17858.0,United Kingdom,11.5
572030,22776,sweetheart 3 tier cake stand,1,2011-10-20 11:51:00,9.95,14923.0,United Kingdom,9.95
557619,22686,french blue metal door sign no,1,2011-06-21 13:58:00,1.25,17757.0,United Kingdom,1.25
541848,22066,love heart trinket pot,2,2011-01-23 13:31:00,1.45,17611.0,United Kingdom,2.9
538015,21143,antique glass heart decoration,12,2010-12-09 12:49:00,1.95,13240.0,United Kingdom,23.4
537606,21812,garland with hearts and bells,12,2010-12-07 13:16:00,4.95,15002.0,United Kingdom,59.400000000000006
540545,22193,red diner wall clock,1,2011-01-09 15:35:00,8.5,13451.0,United Kingdom,8.5
565117,22151,place setting white heart,24,2011-09-01 11:33:00,0.42,13089.0,United Kingdom,10.08
572103,22917,herb marker rosemary,1,2011-10-20 15:57:00,0.65,17571.0,United Kingdom,0.65
541510,85123A,white hanging heart t-light holder,2,2011-01-18 16:39:00,2.95,14428.0,United Kingdom,5.9
565800,22554,plasters in tin woodland animals,24,2011-09-07 10:23:00,1.65,14911.0,EIRE,39.599999999999994
576906,23473,woodland small red felt heart,12,2011-11-17 09:33:00,0.83,18225.0,United Kingdom,9.959999999999999
575069,23354,6 gift tags 50's christmas,12,2011-11-08 12:51:00,0.83,17637.0,United Kingdom,9.959999999999999
558620,84913B,mint green rose towel,1,2011-06-30 16:39:00,4.65,15584.0,United Kingdom,4.65
562046,23193,buffalo bill treasure book box,8,2011-08-02 10:34:00,2.25,12378.0,Switzerland,18.0
577404,22835,hot water bottle i am so poorly,2,2011-11-20 10:16:00,4.95,17243.0,United Kingdom,9.9
562127,85130B,beaded crystal heart green large,24,2011-08-03 08:21:00,0.79,13717.0,United Kingdom,18.96
574300,20831,gold photo frame,6,2011-11-03 16:12:00,2.1,14636.0,United Kingdom,12.600000000000001
546121,82482,wooden picture frame white finish,3,2011-03-09 14:30:00,2.55,14085.0,United Kingdom,7.6499999999999995
577778,23406,home sweet home key holder,1,2011-11-21 16:10:00,6.25,16549.0,United Kingdom,6.25
564150,21115,rose caravan doorstop,2,2011-08-23 12:30:00,6.75,14936.0,Channel Islands,13.5
554094,47566B,tea time party bunting,3,2011-05-22 12:49:00,4.95,15716.0,United Kingdom,14.850000000000001
540979,23231,wrap doiley design,25,2011-01-12 15:06:00,0.42,15727.0,United Kingdom,10.5
552640,47480,hanging photo clip rope ladder,2,2011-05-10 13:19:00,1.65,17841.0,United Kingdom,3.3
575842,23535,wall art bicycle safety,4,2011-11-11 12:01:00,5.95,15024.0,United Kingdom,23.8
566557,23064,cinderella chandelier,4,2011-09-13 11:47:00,41.75,14646.0,Netherlands,167.0
578676,20726,lunch bag woodland,1,2011-11-24 19:07:00,1.65,16016.0,United Kingdom,1.65
571248,22784,lantern cream gazebo,3,2011-10-14 16:05:00,4.95,15826.0,United Kingdom,14.850000000000001
547370,22115,metal sign empire tea,1,2011-03-22 13:32:00,2.95,14711.0,United Kingdom,2.95
543188,21915,red  harmonica in box,12,2011-02-04 11:45:00,1.25,12567.0,France,15.0
561383,22974,childrens dolly girl mug,12,2011-07-27 08:35:00,1.65,13730.0,United Kingdom,19.799999999999997
546438,22356,charlotte bag pink polkadot,100,2011-03-14 09:59:00,0.72,15125.0,United Kingdom,72.0
580956,22990,cotton apron pantry design,1,2011-12-06 14:23:00,1.95,17841.0,United Kingdom,1.95
568062,23545,wrap red vintage doily,25,2011-09-23 13:18:00,0.42,14014.0,United Kingdom,10.5
558754,22900,set 2 tea towels i love london,6,2011-07-03 12:10:00,3.25,15518.0,United Kingdom,19.5
544315,85206A,cream felt easter egg basket,1,2011-02-17 14:42:00,1.65,12748.0,United Kingdom,1.65
546764,22168,organiser wood antique white,2,2011-03-16 14:31:00,8.5,15671.0,United Kingdom,17.0
550437,22930,baking mould heart milk chocolate,1,2011-04-18 12:14:00,2.55,16923.0,United Kingdom,2.55
551292,23199,jumbo bag apples,30,2011-04-27 14:27:00,1.65,14298.0,United Kingdom,49.5
562276,22432,watering can pink bunny,6,2011-08-04 10:23:00,1.95,17735.0,United Kingdom,11.7
577502,23254,childrens cutlery dolly girl,4,2011-11-20 12:34:00,4.15,12598.0,France,16.6
557484,22900,set 2 tea towels i love london,6,2011-06-20 14:36:00,3.25,14796.0,United Kingdom,19.5
574034,22579,wooden tree christmas scandinavian,5,2011-11-02 12:45:00,0.29,17841.0,United Kingdom,1.45
555539,22227,hanging heart mirror decoration,2,2011-06-05 12:44:00,0.65,14472.0,United Kingdom,1.3
580135,22847,bread bin diner style ivory,1,2011-12-01 19:33:00,16.95,14702.0,United Kingdom,16.95
565291,22188,black heart card holder,324,2011-09-02 11:53:00,2.31,18102.0,United Kingdom,748.44
572681,23237,set of 4 knick knack tins leaf,6,2011-10-25 13:51:00,4.15,13510.0,United Kingdom,24.900000000000002
539497,22622,box of vintage alphabet blocks,4,2010-12-20 10:41:00,9.95,12944.0,United Kingdom,39.8
573314,23355,hot water bottle keep calm,5,2011-10-28 17:26:00,4.95,16987.0,United Kingdom,24.75
571317,22632,hand warmer red retrospot,10,2011-10-17 10:48:00,2.1,17377.0,United Kingdom,21.0
542254,22722,set of 6 spice tins pantry design,24,2011-01-26 16:41:00,3.45,14733.0,United Kingdom,82.80000000000001
537871,21621,vintage union jack bunting,1,2010-12-08 17:20:00,8.5,12748.0,United Kingdom,8.5
543022,21407,brown check cat doorstop,2,2011-02-02 14:37:00,4.25,16771.0,United Kingdom,8.5
563745,23334,ivory wicker heart small,48,2011-08-19 09:38:00,0.63,15159.0,United Kingdom,30.240000000000002
546394,21121,set/10 red polkadot party candles,24,2011-03-11 14:26:00,1.25,17164.0,United Kingdom,30.0
559167,21928,jumbo bag scandinavian blue paisley,2,2011-07-06 16:54:00,2.08,17997.0,United Kingdom,4.16
577980,22619,set of 6 soldier skittles,1,2011-11-22 12:24:00,3.75,16330.0,United Kingdom,3.75
538687,22665,recipe box blue sketchbook design,24,2010-12-14 09:50:00,2.55,13324.0,United Kingdom,61.199999999999996
574064,23229,vintage donkey tail game,6,2011-11-02 14:35:00,3.75,17434.0,United Kingdom,22.5
560547,82552,washroom metal sign,12,2011-07-19 12:39:00,1.45,17419.0,United Kingdom,17.4
564172,22072,red retrospot tea cup and saucer,2,2011-08-23 14:19:00,3.75,16033.0,United Kingdom,7.5
555642,22595,gingham heart decoration,12,2011-06-06 13:18:00,0.85,18248.0,United Kingdom,10.2
555111,22624,ivory kitchen scales,2,2011-05-31 14:37:00,8.5,16434.0,United Kingdom,17.0
543030,22027,tea party birthday card,12,2011-02-02 15:22:00,0.42,12437.0,France,5.04
572292,22866,hand warmer scotty dog design,2,2011-10-23 12:56:00,2.1,16017.0,United Kingdom,4.2
571372,22411,jumbo shopper vintage red paisley,2,2011-10-17 11:55:00,2.08,17201.0,United Kingdom,4.16
537219,22865,hand warmer owl design,3,2010-12-05 15:47:00,2.1,14081.0,United Kingdom,6.300000000000001
575871,21790,vintage snap cards,24,2011-11-11 12:52:00,0.85,14911.0,EIRE,20.4
550191,22722,set of 6 spice tins pantry design,2,2011-04-14 19:59:00,3.95,16806.0,United Kingdom,7.9
557636,22758,large purple babushka notebook,1,2011-06-21 15:41:00,1.25,17841.0,United Kingdom,1.25
557129,20617,first class passport cover,5,2011-06-16 19:59:00,2.1,17841.0,United Kingdom,10.5
561631,84978,hanging heart jar t-light holder,12,2011-07-28 14:27:00,1.25,14911.0,EIRE,15.0
574944,23333,ivory wicker heart medium,12,2011-11-08 08:16:00,1.25,13710.0,United Kingdom,15.0
575145,23035,drawer knob ceramic ivory,6,2011-11-08 15:40:00,1.45,14116.0,United Kingdom,8.7
554160,85024B,eau de nile jewelled photoframe,2,2011-05-23 11:49:00,1.65,17841.0,United Kingdom,3.3
580937,21154,red retrospot oven glove,10,2011-12-06 14:13:00,1.25,16143.0,United Kingdom,12.5
572182,23374,red spot paper gift bag,10,2011-10-21 10:32:00,0.82,13588.0,United Kingdom,8.2
565407,22418,10 colour spaceboy pen,1,2011-09-04 11:00:00,0.85,16983.0,United Kingdom,0.85
559981,21179,no junk mail metal sign,1,2011-07-14 11:30:00,0.39,14562.0,United Kingdom,0.39
576520,22568,feltcraft cushion owl,3,2011-11-15 12:33:00,3.75,14467.0,United Kingdom,11.25
556777,23110,parisienne key cabinet,2,2011-06-14 12:31:00,5.75,14426.0,United Kingdom,11.5
541206,21429,red gingham rose jewellery box,96,2011-01-14 12:24:00,1.45,14646.0,Netherlands,139.2
536690,22752,set 7 babushka nesting boxes,4,2010-12-02 12:25:00,7.65,17850.0,United Kingdom,30.6
569715,21908,chocolate this way metal sign,12,2011-10-05 17:29:00,2.1,15856.0,United Kingdom,25.200000000000003
575877,23358,hot stuff hot water bottle,6,2011-11-11 13:25:00,3.75,14907.0,United Kingdom,22.5
552288,84997C,childrens cutlery polkadot blue,4,2011-05-08 13:20:00,4.15,13313.0,United Kingdom,16.6
569246,22379,recycling bag retrospot,1,2011-10-03 09:57:00,4.13,14096.0,United Kingdom,4.13
581474,20717,strawberry shopper bag,1,2011-12-08 20:01:00,1.25,12748.0,United Kingdom,1.25
571328,23271,christmas table silver candle spike,16,2011-10-17 11:27:00,0.83,12473.0,Germany,13.28
578521,23147,single antique rose hook ivory,2,2011-11-24 14:06:00,1.45,17812.0,United Kingdom,2.9
577324,23366,set 12 colouring pencils doily,16,2011-11-18 14:01:00,0.65,16463.0,United Kingdom,10.4
554948,22748,poppy's playhouse kitchen,6,2011-05-27 14:29:00,2.1,14447.0,United Kingdom,12.600000000000001
545031,22515,childs garden spade pink,6,2011-02-25 15:35:00,2.1,15990.0,United Kingdom,12.600000000000001
561485,22907,pack of 20 napkins pantry design,1,2011-07-27 13:42:00,0.85,17841.0,United Kingdom,0.85
574351,21499,blue polkadot wrap,25,2011-11-04 10:37:00,0.42,17348.0,United Kingdom,10.5
540561,22743,make your own flowerpower card kit,6,2011-01-10 10:32:00,2.95,13004.0,United Kingdom,17.700000000000003
574744,23343,jumbo bag vintage christmas,10,2011-11-07 07:38:00,2.08,16612.0,United Kingdom,20.8
580681,22752,set 7 babushka nesting boxes,4,2011-12-05 15:01:00,8.5,13083.0,United Kingdom,34.0
566599,48194,doormat hearts,1,2011-09-13 15:37:00,8.25,15998.0,United Kingdom,8.25
543645,20726,lunch bag woodland,2,2011-02-10 17:54:00,1.65,17609.0,United Kingdom,3.3
580972,22153,angel decoration stars on dress,48,2011-12-06 15:10:00,0.42,15194.0,United Kingdom,20.16
564373,22627,mint kitchen scales,6,2011-08-25 09:56:00,8.5,15290.0,United Kingdom,51.0
566581,84978,hanging heart jar t-light holder,12,2011-09-13 13:47:00,1.25,16081.0,United Kingdom,15.0
579411,22666,recipe box pantry yellow design,3,2011-11-29 12:46:00,2.95,16794.0,United Kingdom,8.850000000000001
566171,22332,skulls party bag + sticker set,2,2011-09-09 12:22:00,1.65,18118.0,United Kingdom,3.3
581233,22622,box of vintage alphabet blocks,2,2011-12-08 10:33:00,11.95,13436.0,United Kingdom,23.9
568894,22782,set 3 wicker storage baskets,1,2011-09-29 13:04:00,24.95,17528.0,United Kingdom,24.95
579689,85169B,black love bird candle,2,2011-11-30 14:00:00,1.25,14606.0,United Kingdom,2.5
551161,21899,"key fob , garage design",24,2011-04-26 15:26:00,0.65,18183.0,United Kingdom,15.600000000000001
580660,21485,retrospot heart hot water bottle,6,2011-12-05 13:49:00,4.95,16592.0,United Kingdom,29.700000000000003
548405,21623,vintage union jack memoboard,2,2011-03-31 09:48:00,9.95,17088.0,United Kingdom,19.9
561106,21558,skull lunch box with cutlery,6,2011-07-25 11:37:00,2.55,14246.0,United Kingdom,15.299999999999999
577687,21094,set/6 red spotty paper plates,12,2011-11-21 11:16:00,0.85,12583.0,France,10.2
557872,22620,4 traditional spinning tops,12,2011-06-23 12:42:00,1.45,14911.0,EIRE,17.4
572907,22907,pack of 20 napkins pantry design,12,2011-10-26 15:44:00,0.85,12827.0,United Kingdom,10.2
567341,22697,green regency teacup and saucer,12,2011-09-19 15:04:00,2.95,14961.0,United Kingdom,35.400000000000006
539314,22424,enamel bread bin cream,1,2010-12-16 18:20:00,12.75,13874.0,United Kingdom,12.75
544406,22548,heads and tails sporting fun,1,2011-02-18 13:26:00,1.25,16726.0,United Kingdom,1.25
568144,23187,french style storage jar bonbons,48,2011-09-25 11:29:00,0.29,14005.0,United Kingdom,13.919999999999998
544191,22585,pack of 6 birdy gift tags,12,2011-02-16 16:57:00,1.25,13089.0,United Kingdom,15.0
553182,22660,doormat i love london,10,2011-05-15 12:21:00,6.75,17107.0,United Kingdom,67.5
569740,23199,jumbo bag apples,120,2011-10-06 10:52:00,1.79,15769.0,United Kingdom,214.8
538199,22631,circus parade lunch box,4,2010-12-10 11:02:00,1.95,14082.0,United Kingdom,7.8
548701,10135,colouring pencils brown tube,3,2011-04-03 11:36:00,1.25,17629.0,United Kingdom,3.75
545294,22998,travel card wallet keep calm,24,2011-03-01 12:07:00,0.42,17965.0,United Kingdom,10.08
541018,21175,gin + tonic diet metal sign,2,2011-01-13 12:03:00,2.1,14978.0,United Kingdom,4.2
545398,22193,red diner wall clock,6,2011-03-02 11:43:00,8.5,13722.0,United Kingdom,51.0
566537,22730,alarm clock bakelike ivory,4,2011-09-13 11:34:00,3.75,13767.0,United Kingdom,15.0
571846,21981,pack of 12 woodland tissues,8,2011-10-19 12:35:00,0.39,17841.0,United Kingdom,3.12
568657,21987,pack of 6 skull paper cups,4,2011-09-28 12:22:00,0.65,16460.0,United Kingdom,2.6
550327,23206,lunch bag apple design,10,2011-04-17 13:07:00,1.65,12878.0,United Kingdom,16.5
557745,23176,abc treasure book box,2,2011-06-22 12:16:00,2.25,15750.0,United Kingdom,4.5
555542,22453,measuring tape babushka blue,6,2011-06-05 12:51:00,2.95,15108.0,European Community,17.700000000000003
543914,21682,large medina stamped metal bowl,2,2011-02-14 13:19:00,4.95,14715.0,United Kingdom,9.9
560362,23307,set of 60 pantry design cake cases,24,2011-07-18 11:59:00,0.55,13488.0,United Kingdom,13.200000000000001
578684,23322,large white heart of wicker,6,2011-11-25 08:59:00,2.95,16856.0,United Kingdom,17.700000000000003
